0	23.00424
1	22.99253
2	22.95737
3	22.89869
4	22.81643
5	22.71042
6	22.58049
7	22.42642
8	22.24796
9	22.04478
10	21.81654
11	21.56284
12	21.28323
13	20.97719
14	20.64417
15	20.28355
16	19.89467
17	19.47679
18	19.02914
19	18.55087
20	18.04114
21	17.49902
22	16.92365
23	16.31418
24	15.66986
25	14.99018
26	14.27496
27	13.52456
28	12.74026
29	11.92461
30	11.08208
31	10.21987
32	9.3488
33	8.48431
34	7.64709
35	6.86265
36	6.1591
37	5.56267
38	5.09167
39	4.75117
40	4.53141
41	4.4107
42	4.36116
43	4.35459
44	4.36626
45	4.37656
46	4.37104
47	4.3396
48	4.2756
49	4.17489
50	4.0351
51	3.85515
52	3.63481
53	3.37451
54	3.07516
55	2.73806
56	2.3649
57	1.9577
58	1.51894
59	1.05154
60	0.55899
61	0.04538
62	-0.48444
63	-1.02487
64	-1.56952
65	-2.11121
66	-2.64214
67	-3.15408
68	-3.6388
69	-4.0884
70	-4.4959
71	-4.85564
72	-5.16364
73	-5.41777
74	-5.61776
75	-5.765
76	-5.86227
77	-5.91345
78	-5.92321
79	-5.89681
80	-5.83989
81	-5.75833
82	-5.65817
83	-5.54543
84	-5.42604
85	-5.30574
86	-5.18998
87	-5.08388
88	-4.99215
89	-4.91914
90	-4.86881
91	-4.84473
92	-4.85019
93	-4.88818
94	-4.9615
95	-5.07272
96	-5.22431
97	-5.41862
98	-5.65787
99	-5.94419
100	-6.27946
101	-6.66524
102	-7.10241
103	-7.59076
104	-8.12812
105	-8.70916
106	-9.32338
107	-9.95252
108	-10.5673
109	-11.1252
110	-11.57192
111	-11.85054
112	-11.91902
113	-11.76774
114	-11.42397
115	-10.9393
116	-10.37055
117	-9.76609
118	-9.16102
119	-8.5781
120	-8.03074
121	-7.52596
122	-7.06673
123	-6.65356
124	-6.28548
125	-5.96069
126	-5.67691
127	-5.43166
128	-5.22232
129	-5.04627
130	-4.90085
131	-4.78344
132	-4.69143
133	-4.62225
134	-4.57333
135	-4.54219
136	-4.52636
137	-4.52347
138	-4.53122
139	-4.54748
140	-4.57026
141	-4.59777
142	-4.62845
143	-4.66103
144	-4.6945
145	-4.72813
146	-4.7615
147	-4.79447
148	-4.82712
149	-4.85975
150	-4.89283
151	-4.92692
152	-4.96267
153	-5.00072
154	-5.04168
155	-5.0861
156	-5.13442
157	-5.18694
158	-5.24382
159	-5.30507
160	-5.37052
161	-5.43987
162	-5.51262
163	-5.58819
164	-5.66583
165	-5.74473
166	-5.82397
167	-5.90262
168	-5.9797
169	-6.05427
170	-6.12539
171	-6.19222
172	-6.25397
173	-6.30994
174	-6.35953
175	-6.40226
176	-6.43771
177	-6.46558
178	-6.48564
179	-6.49773
180	-6.50177
