4.051	3.900608844	3.382392344	100
4.051	3.900608844	3.382392344	105
4.051	3.900608844	3.382392344	110
4.051	3.900608844	3.382392344	115
4.051	3.900608844	3.382392344	120
4.051	3.900608844	3.382392344	125
4.051	3.900608844	3.382392344	130
4.051	3.900608844	3.382392344	135
4.051	3.900608844	3.382392344	140
4.051	3.900608844	3.382392344	145
4.051	3.900608844	3.382392344	150
4.051	3.900608844	3.382392344	155
4.051	3.900608844	3.382392344	160
4.051	3.900608844	3.382392344	165
4.051	3.900608844	3.382392344	170
4.051	3.900608844	3.382392344	175
4.051	3.900608844	3.382392344	180
4.051	3.900608844	3.382392344	185
4.051	3.900608844	3.382392344	190
4.051	3.900608844	3.382392344	195
4.051	3.900608844	3.382392344	200
4.051	3.900608844	3.382392344	205
4.051	3.900608844	3.382392344	210
4.051	3.900608844	3.382392344	215
4.051	3.900608844	3.382392344	220
4.051	3.900608844	3.382392344	225
4.051	3.900608844	3.382392344	230
4.051	3.900608844	3.382392344	235
4.051	3.900608844	3.382392344	240
4.051	3.900608844	3.382392344	245
4.051	3.900608844	3.382392344	250
4.051	3.900608844	3.382392344	255
4.051	3.900608844	3.382392344	260
4.051	3.900608844	3.382392344	265
4.051	3.900608844	3.382392344	270
4.051	3.900608844	3.382392344	275
4.051	3.900608844	3.382392344	280
4.051	3.900608844	3.382392344	285
4.051	3.900608844	3.382392344	290
4.051	3.900608844	3.382392344	295
4.051	3.900608844	3.382392344	300
