1.826	0.139940894	4.366900122
2.157	0.120389698	3.541185635
2.489	0.129972252	2.901967808
2.82	0.157534236	2.372346961
3.152	0.182346711	1.8788734
3.483	0.204572799	1.469927706
3.815	0.563155157	0.641026599
4.146	1.519825231	0.983568607
4.478	1.448718073	1.298685352
4.809	1.340940708	1.349991971
5.14	1.274906804	1.335978457
5.472	1.227276755	1.306393365
5.803	1.172203811	1.28966231
6.135	1.089009853	1.25306606
6.466	1.017173375	1.163658835
6.798	0.969293507	1.070690671
7.129	0.945774136	0.972161312
7.461	0.935486301	0.874007871
7.792	0.939751441	0.772468531
8.124	0.980821698	0.67308201
8.455	1.043248313	0.601811517
8.787	1.109381549	0.56416823
9.118	1.168552979	0.550765743
9.449	1.205673413	0.558033277
9.781	1.232246636	0.566538244
10.112	1.245124929	0.566491304
10.444	1.258240963	0.562068173
10.775	1.273781978	0.559992104
11.107	1.288972822	0.564141646
11.438	1.298560281	0.571563227
11.77	1.303595765	0.577495651
12.101	1.308019659	0.581019723
12.433	1.313822212	0.586824586
12.764	1.3186903	0.595944063
13.096	1.321969864	0.607789135
13.427	1.321975931	0.624359722
13.758	1.314689603	0.642433874
14.09	1.303126719	0.660074387
14.421	1.285228916	0.675327593
14.753	1.26183775	0.68594544
15.084	1.236166245	0.692629486
15.416	1.208987443	0.691302362
15.747	1.184823733	0.683621692
16.079	1.163443128	0.672857431
16.41	1.148340921	0.659464412
16.742	1.133052679	0.645820449
17.073	1.119529833	0.631988724
17.404	1.112874479	0.618212816
17.736	1.106250669	0.604253922
18.067	1.100649376	0.591127592
18.399	1.098953529	0.58188955
18.73	1.097305041	0.57259824
19.062	1.09611687	0.563951082
19.393	1.096758903	0.558321262
19.725	1.097426319	0.552685241
20.056	1.098788556	0.548111979
20.388	1.103430484	0.548774675
20.719	1.106745709	0.554272689
21.051	1.108474125	0.563326695
21.382	1.105139778	0.578575188
21.713	1.091522793	0.597086542
22.045	1.070909917	0.61575167
22.376	1.040472307	0.621640605
22.708	1.008882987	0.619804802
23.039	0.977139445	0.611691814
23.371	0.952695909	0.591892748
23.702	0.935537469	0.571843655
24.034	0.923279056	0.55151277
24.365	0.910998184	0.530647831
24.697	0.902933126	0.511590257
25.028	0.897886783	0.493813411
25.36	0.893010453	0.475745025
25.691	0.889423582	0.458881857
26.022	0.886945297	0.442972291
26.354	0.88624426	0.427747588
26.685	0.884475061	0.412885424
27.017	0.884841881	0.648881757
27.348	0.861762233	0.626501434
27.68	0.869343901	0.606295718
28.011	0.90219841	0.589594056
28.343	0.908130619	0.577648605
28.674	0.913758757	0.566762733
29.006	0.919066689	0.556909407
29.337	0.923014508	0.551578464
29.669	0.926992458	0.546275167
30	0.93099998	0.541000012
