0	21.23132
1	21.21788
2	21.17748
3	21.11003
4	21.01539
5	20.89334
6	20.74359
7	20.56572
8	20.3594
9	20.12409
10	19.85917
11	19.56405
12	19.238
13	18.88029
14	18.49002
15	18.06636
16	17.60843
17	17.11537
18	16.58638
19	16.02093
20	15.41881
21	14.78032
22	14.10669
23	13.4006
24	12.6667
25	11.91264
26	11.15011
27	10.39597
28	9.673
29	9.00934
30	8.43589
31	7.98087
32	7.66261
33	7.48402
34	7.43144
35	7.47887
36	7.59498
37	7.74948
38	7.91673
39	8.07703
40	8.2161
41	8.3242
42	8.39483
43	8.42385
44	8.40872
45	8.3477
46	8.24001
47	8.08503
48	7.88234
49	7.6316
50	7.33259
51	6.98494
52	6.58846
53	6.14289
54	5.64817
55	5.10475
56	4.51362
57	3.87699
58	3.19882
59	2.48599
60	1.74942
61	1.00584
62	0.27913
63	-0.39909
64	-0.99131
65	-1.45991
66	-1.77673
67	-1.93213
68	-1.93857
69	-1.82611
70	-1.63283
71	-1.39568
72	-1.14536
73	-0.90484
74	-0.69
75	-0.51136
76	-0.37543
77	-0.2863
78	-0.24628
79	-0.2568
80	-0.31881
81	-0.43312
82	-0.6005
83	-0.82216
84	-1.09953
85	-1.43474
86	-1.83054
87	-2.29057
88	-2.81976
89	-3.42444
90	-4.11287
91	-4.89616
92	-5.78915
93	-6.81225
94	-7.99441
95	-9.37816
96	-11.02991
97	-13.0601
98	-15.67549
99	-19.33048
100	-25.35124
101	-34.58135
102	-24.7471
103	-19.50806
104	-16.36994
105	-14.19472
106	-12.57609
107	-11.32563
108	-10.34123
109	-9.56205
110	-8.94936
111	-8.47745
112	-8.12891
113	-7.89191
114	-7.75868
115	-7.72443
116	-7.78694
117	-7.94608
118	-8.20364
119	-8.56322
120	-9.02997
121	-9.61028
122	-10.3105
123	-11.1343
124	-12.07576
125	-13.10436
126	-14.13503
127	-14.98765
128	-15.392
129	-15.14479
130	-14.30933
131	-13.14697
132	-11.89688
133	-10.69299
134	-9.59142
135	-8.60863
136	-7.74423
137	-6.99184
138	-6.34366
139	-5.79227
140	-5.33124
141	-4.95535
142	-4.66068
143	-4.44428
144	-4.30431
145	-4.23998
146	-4.25137
147	-4.33936
148	-4.50591
149	-4.7537
150	-5.08609
151	-5.50698
152	-6.02001
153	-6.62737
154	-7.32666
155	-8.10525
156	-8.92934
157	-9.72619
158	-10.36747
159	-10.68126
160	-10.5325
161	-9.92592
162	-9.00141
163	-7.92898
164	-6.83284
165	-5.78193
166	-4.80767
167	-3.92097
168	-3.12287
169	-2.41004
170	-1.7777
171	-1.22076
172	-0.73447
173	-0.31456
174	0.04253
175	0.33988
176	0.57994
177	0.76467
178	0.89552
179	0.97353
180	0.99936
