0	21.23132
1	21.21827
2	21.17904
3	21.11363
4	21.02187
5	20.90356
6	20.75856
7	20.58652
8	20.38713
9	20.16006
10	19.90485
11	19.62106
12	19.30816
13	18.96565
14	18.59302
15	18.18967
16	17.75513
17	17.28896
18	16.79092
19	16.26089
20	15.69921
21	15.10675
22	14.48507
23	13.83693
24	13.1666
25	12.48048
26	11.78756
27	11.10021
28	10.43415
29	9.80854
30	9.24428
31	8.76158
32	8.37616
33	8.09587
34	7.91848
35	7.83236
36	7.81921
37	7.85796
38	7.92794
39	8.01108
40	8.09285
41	8.16219
42	8.21104
43	8.2339
44	8.22711
45	8.18846
46	8.1167
47	8.01141
48	7.87271
49	7.70113
50	7.49745
51	7.26282
52	6.99859
53	6.7064
54	6.38805
55	6.04566
56	5.68162
57	5.29857
58	4.89952
59	4.48772
60	4.06673
61	3.64027
62	3.21223
63	2.78646
64	2.36672
65	1.95639
66	1.55836
67	1.17497
68	0.80774
69	0.45742
70	0.12403
71	-0.19299
72	-0.49475
73	-0.78254
74	-1.05777
75	-1.32171
76	-1.57535
77	-1.81928
78	-2.05379
79	-2.27861
80	-2.4934
81	-2.69746
82	-2.89017
83	-3.0711
84	-3.24013
85	-3.39774
86	-3.54501
87	-3.68369
88	-3.81621
89	-3.94567
90	-4.07566
91	-4.21015
92	-4.35339
93	-4.50982
94	-4.68388
95	-4.88
96	-5.10265
97	-5.3562
98	-5.64507
99	-5.97372
100	-6.3468
101	-6.76914
102	-7.24602
103	-7.78318
104	-8.38707
105	-9.06492
106	-9.82497
107	-10.67628
108	-11.62838
109	-12.68988
110	-13.86464
111	-15.14259
112	-16.479
113	-17.75619
114	-18.74379
115	-19.15225
116	-18.85796
117	-18.03815
118	-16.98252
119	-15.89565
120	-14.87471
121	-13.95274
122	-13.13372
123	-12.40994
124	-11.76971
125	-11.20064
126	-10.69064
127	-10.22836
128	-9.80335
129	-9.40605
130	-9.02787
131	-8.66119
132	-8.29964
133	-7.93807
134	-7.57276
135	-7.20139
136	-6.82286
137	-6.43745
138	-6.04632
139	-5.65144
140	-5.2552
141	-4.86029
142	-4.46945
143	-4.08525
144	-3.71007
145	-3.34598
146	-2.99476
147	-2.65781
148	-2.33627
149	-2.03096
150	-1.74244
151	-1.47106
152	-1.21692
153	-0.98001
154	-0.76014
155	-0.55703
156	-0.37023
157	-0.19931
158	-0.04359
159	0.09743
160	0.22449
161	0.33833
162	0.43969
163	0.52934
164	0.60806
165	0.67671
166	0.73607
167	0.78696
168	0.83019
169	0.86654
170	0.89679
171	0.92167
172	0.94188
173	0.95802
174	0.97073
175	0.98055
176	0.98788
177	0.9932
178	0.99671
179	0.99873
180	0.99936
